m00,m10,m01,m20,m11,m02,m30,m21,m12,m03,mu20,mu11,mu02,mu30,mu21,mu12,mu03,nu20,nu11,nu02,nu30,nu21,nu12,nu03
3709740.0,251747475.0,258067905.0,23912409015.0,17514962640.0,24771752385.0,2557173660765.0,1658860764150.0,1683998520840.0,2659332516585.0,6828518723.800179,2160270.4835714293,6819269571.894764,7665262842.956426,-4898147062.9893465,2656672838.566914,-12677776663.033405,0.0004961803475261611,1.5697163655025604e-07,0.0004955082768191196,2.891800772642613e-07,-1.8478773332978922e-07,1.0022576817813785e-07,-4.78282416411052e-07
2825145.0,187959225.0,192198345.0,18787451145.0,12783535305.0,19481257185.0,2105814744435.0,1279738812135.0,1302437530035.0,2203480505355.0,6282369012.011915,-3578974.9688596544,6405749973.604116,19927762257.762012,2079925913.4175727,6820400157.893192,6561594538.964532,0.0007871218289174517,-4.4841194742816044e-07,0.000802580304526949,1.485445342212833e-06,1.550408028894703e-07,5.084028761244321e-07,4.891111164073397e-07
2858550.0,204860625.0,195187200.0,21069117195.0,13992018810.0,19785192960.0,2381821794375.0,1440188988270.0,1403641186710.0,2235856447500.0,6387591360.086977,3747909.0187339988,6457441812.096344,-43661206905.36342,1012626222.1276344,-14794762727.876873,3033376973.287372,0.0007817097678807023,4.586669565901366e-07,0.0007902580261440269,-3.160321414460752e-06,7.329674467247336e-08,-1.0708866928969717e-06,2.1956438876257008e-07
2824635.0,196091685.0,192834315.0,19896378315.0,13388934375.0,19570169565.0,2234361469455.0,1359649145415.0,1352258929725.0,2213831173635.0,6283310104.013721,1999158.8850768392,6405610943.613793,-19283366261.10589,1070596249.3221918,-6613469223.864847,3193891495.126118,0.0007875240436124704,2.505662879815222e-07,0.0008028527239011487,-1.4380600111065264e-06,7.983988030638499e-08,-4.932004867172154e-07,2.381849505300378e-07
2824125.0,190119585.0,192101190.0,19090071885.0,12930934485.0,19469297940.0,2141548367205.0,1300516883805.0,1313781217785.0,2201992444950.0,6291255755.907902,-1282934.8401796285,6402288795.78149,9355772585.246822,2154486880.200672,3286130642.9037113,6675348318.253636,0.0007888047371475979,-1.6085581617550154e-07,0.0008027261848251842,6.980232176404768e-07,1.6074373877506885e-07,2.451743524167868e-07,4.980399073964261e-07
4821030.0,330240555.0,327830040.0,30272050875.0,22456357740.0,29832533640.0,3121763966415.0,2058499459500.0,2043528554340.0,3054064652640.0,7650572857.5,0.0,7540090920.0,0.0,0.0,0.0,0.0,0.00032916548261816806,0.0,0.00032441200324412003,0.0,0.0,0.0,0.0
3633240.0,252335760.0,253136460.0,24109345260.0,17541832500.0,24213182790.0,2572365787350.0,1667730391410.0,1671023111040.0,2584387280910.0,6584123756.664795,-38999214.34025849,6576564404.941046,-16637334774.778404,-6607807898.131293,-5196361169.879592,-19012395866.400425,0.0004987808966372511,-2.954389044873598e-06,0.0004982082372568816,-6.61223893161944e-07,-2.6261661034147285e-07,-2.0652094878995436e-07,-7.556168450835769e-07
3690105.0,252512475.0,251621505.0,24069792975.0,17207927595.0,23844077175.0,2577480778545.0,1638491016585.0,1630561159695.0,2535843041325.0,6790460806.77562,-10435836.602860529,6686467356.725176,1056767229.9615861,-1355864614.6837394,343271660.27823293,-1916871461.9715705,0.0004986798256681991,-7.663899882351919e-07,0.0004910427245910463,4.0400108138339644e-08,-5.183457198626651e-08,1.3123242094261491e-08,-7.3281809044896e-08
4786095.0,325454460.0,325454460.0,29616355860.0,22130903280.0,29616355860.0,3031933749360.0,2013912198480.0,2013912198480.0,3031933749360.0,7485452580.0,0.0,7485452580.0,0.0,0.0,0.0,0.0,0.00032677997407071945,0.0,0.00032677997407071945,0.0,0.0,0.0,0.0
3655935.0,247291350.0,248889945.0,23357342100.0,16827597645.0,23583370785.0,2481323192430.0,1588349225715.0,1595813432205.0,2508778194555.0,6630290939.401549,-7584189.59928756,6639359274.373299,4447685913.721786,-753584276.3859259,1641669876.420419,-731243348.3757807,0.000496061651112708,-5.674299437777e-07,0.000496740121071273,1.7403554055388277e-07,-2.9487344528783424e-08,6.423765299442531e-08,-2.8613156117518687e-08
4855200.0,332581200.0,332581200.0,30483442560.0,22781812200.0,30483442560.0,3143239174680.0,2088115815360.0,2088115815360.0,3143239174680.0,7701630360.0,0.0,7701630360.0,0.0,0.0,0.0,0.0,0.000326714509333145,0.0,0.000326714509333145,0.0,0.0,0.0,0.0
4821030.0,327830040.0,330240555.0,29832533640.0,22456357740.0,30272050875.0,3054064652640.0,2043528554340.0,2058499459500.0,3121763966415.0,7540090920.0,0.0,7650572857.5,0.0,0.0,0.0,0.0,0.00032441200324412003,0.0,0.00032916548261816806,0.0,0.0,0.0,0.0
4855455.0,332581200.0,332581200.0,30483442560.0,22781812200.0,30483442560.0,3143239174680.0,2088115815360.0,2088115815360.0,3143239174680.0,7702826820.91067,1196460.91066998,7702826820.91067,1170884.8496169364,-54242347.6129552,-54242347.6129552,1170884.8496169364,0.0003267309435895923,5.0750303933880825e-08,0.0003267309435895923,2.253924440752e-11,-1.0441518057783675e-09,-1.0441518057783675e-09,2.253924440752e-11
3684495.0,252695055.0,253489890.0,24007925385.0,17372225880.0,24235133190.0,2555707145565.0,1648444029960.0,1658165964630.0,2598793384530.0,6677248909.267768,-12963052.402935661,6795260335.724961,-6733456566.551149,-1501204459.3717775,-2177259861.824866,-3577045207.8656187,0.0004918601329211977,-9.548855770709293e-07,0.0005005531016411283,-2.584003718737579e-07,-5.76096075954787e-08,-8.355363287796718e-08,-1.3727122211098593e-07
3672000.0,249175035.0,251961420.0,23575995165.0,17101361310.0,24073573350.0,2506633818975.0,1617150151500.0,1634813944890.0,2581733192970.0,6667444493.090625,3731776.4624997135,6784750591.716667,1930428383.624212,-1069061666.6245095,714269112.6182534,-1219561008.6764982,0.0004944860723299254,2.7676443165998846e-07,0.000503185992071297,7.471314414783457e-08,-4.137576875630408e-08,2.7644273998502208e-08,-4.7200527204879275e-08
2851920.0,195359580.0,199377615.0,19831323990.0,13657876245.0,20374304925.0,2241989589690.0,1379876393625.0,1395683005185.0,2304541020585.0,6448983146.716737,295693.02038523246,6435823704.247585,-1911989.4458520664,-6571196891.924344,-20086794.538341086,-19682199090.14942,0.0007928966159701415,3.635518808089994e-08,0.0007912786744800702,-1.3920093216630344e-10,-4.784109738621213e-07,-1.462403743930724e-09,-1.43294748115652e-06
4821030.0,327830040.0,330240555.0,29832533640.0,22456357740.0,30272050875.0,3054064652640.0,2043528554340.0,2058499459500.0,3121763966415.0,7540090920.0,0.0,7650572857.5,0.0,0.0,0.0,0.0,0.00032441200324412003,0.0,0.00032916548261816806,0.0,0.0,0.0,0.0
2853960.0,195630900.0,199479615.0,19861957140.0,13672155225.0,20379170835.0,2245305245550.0,1381451519955.0,1396430100105.0,2304662578575.0,6452011298.148679,-1609163.464974133,6436397705.541904,-710152421.1046952,-6593848319.2229595,-279573852.54331756,-19507845944.54264,0.0007921352783867468,-1.9756244842020327e-07,0.0007902183447431661,-5.160976329635407e-08,-4.792026906530659e-07,-2.0317807733676988e-08,-1.4177172135151505e-06
4820775.0,327829530.0,330205620.0,29832532620.0,22456287870.0,30267264780.0,3054064650600.0,2043528414600.0,2058489887310.0,3121108271400.0,7538980081.244114,1152915.9814845969,7649376270.45861,-5647422.933892037,-48779889.68338023,52273879.399384595,1187915.6619649702,0.00032439852555129285,4.960939549483531e-08,0.0003291488181136462,-1.106771985558869e-10,-9.559796741309448e-10,1.0244542683090605e-09,2.3280561616506383e-11
2819280.0,190934055.0,197161920.0,19219440525.0,13358100540.0,20173248900.0,2157295898835.0,1338403628400.0,1368436285530.0,2284008750810.0,6288545630.295315,5427205.9623733675,6385039606.107091,3894764942.9390917,-6412875146.380703,1455960164.359286,-19831173494.83096,0.0007911772587849578,6.828100150034685e-07,0.0008033174011581376,2.9183389132240707e-07,-4.805153419915382e-07,1.090947789148842e-07,-1.485945523099776e-06
2816985.0,192964620.0,194556330.0,19615740870.0,13326506040.0,19715882430.0,2220174852240.0,1349733384990.0,1350433618560.0,2214547327620.0,6397585795.782565,-681817.6011586706,6278762408.74717,14146024.247938199,-4943129279.537612,-18179092.172370303,-14429990565.187778,0.0008062079007646362,-8.592096370116332e-08,0.0007912340721234165,1.0621187167254878e-09,-3.7114245211023835e-07,-1.3649314967183464e-09,-1.0834396147519666e-06
2788425.0,192645360.0,191166105.0,19538661000.0,13203235980.0,19346685525.0,2195974933020.0,1336416820380.0,1331173310460.0,2174594512845.0,6229271387.753086,-3955577.0699588805,6240907280.696844,-14632431469.181433,-2548966093.7639766,-4898792339.046401,-7472564271.309494,0.0008011601079101839,-5.08735348799499e-07,0.0008026566253463612,-1.1269874485423287e-06,-1.9632094641839263e-07,-3.773041746854297e-07,-5.755356626770361e-07
3667410.0,251234415.0,246186435.0,23989628625.0,16861178850.0,23185882395.0,2572067194335.0,1612843451400.0,1587794722350.0,2460798965865.0,6778918265.265959,-3721714.202126409,6659843370.72695,-106476752.48235594,2974060526.8864465,-44959786.33099531,10247780328.172787,0.0005040126861042038,-2.7670951301140993e-07,0.0004951594657088955,-4.13386352390555e-09,1.1546520760032079e-07,-1.7455230031277195e-09,3.9786079413579226e-07
3657465.0,250818765.0,245506095.0,23826101205.0,16834944705.0,23106026085.0,2536248531615.0,1602135845595.0,1582282793565.0,2451068942085.0,6625648739.665342,-1179645.5741475872,6626512902.468102,-6416223185.509691,2978694009.884698,-2105766910.8210444,10479941944.026093,0.0004952996832348068,-8.81842823491052e-08,0.0004953642836353543,-2.508008564165291e-07,1.164328277060273e-07,-8.231137374401565e-08,4.096457275197568e-07
3632475.0,246477900.0,243838905.0,23338607250.0,16540306740.0,22974192615.0,2482890310740.0,1568899501830.0,1558811709990.0,2439291473835.0,6614099803.036151,-5134382.843104962,6605900585.020708,1686788736.3240063,2934309430.015799,610531630.8694812,10216779341.217096,0.0005012628001929849,-3.8911948682966456e-07,0.0005006414060344137,6.707398467208777e-08,1.1668078016750343e-07,2.4277367028195706e-08,4.062631473484458e-07
3709740.0,251747475.0,258067905.0,23912409015.0,17514962640.0,24771752385.0,2557173660765.0,1658860764150.0,1683998520840.0,2659332516585.0,6828518723.800179,2160270.4835714293,6819269571.894764,7665262842.956426,-4898147062.9893465,2656672838.566914,-12677776663.033405,0.0004961803475261611,1.5697163655025604e-07,0.0004955082768191196,2.891800772642613e-07,-1.8478773332978922e-07,1.0022576817813785e-07,-4.78282416411052e-07
2825145.0,187959225.0,192198345.0,18787451145.0,12783535305.0,19481257185.0,2105814744435.0,1279738812135.0,1302437530035.0,2203480505355.0,6282369012.011915,-3578974.9688596544,6405749973.604116,19927762257.762012,2079925913.4175727,6820400157.893192,6561594538.964532,0.0007871218289174517,-4.4841194742816044e-07,0.000802580304526949,1.485445342212833e-06,1.550408028894703e-07,5.084028761244321e-07,4.891111164073397e-07
2858550.0,204860625.0,195187200.0,21069117195.0,13992018810.0,19785192960.0,2381821794375.0,1440188988270.0,1403641186710.0,2235856447500.0,6387591360.086977,3747909.0187339988,6457441812.096344,-43661206905.36342,1012626222.1276344,-14794762727.876873,3033376973.287372,0.0007817097678807023,4.586669565901366e-07,0.0007902580261440269,-3.160321414460752e-06,7.329674467247336e-08,-1.0708866928969717e-06,2.1956438876257008e-07
2824635.0,196091685.0,192834315.0,19896378315.0,13388934375.0,19570169565.0,2234361469455.0,1359649145415.0,1352258929725.0,2213831173635.0,6283310104.013721,1999158.8850768392,6405610943.613793,-19283366261.10589,1070596249.3221918,-6613469223.864847,3193891495.126118,0.0007875240436124704,2.505662879815222e-07,0.0008028527239011487,-1.4380600111065264e-06,7.983988030638499e-08,-4.932004867172154e-07,2.381849505300378e-07
2824125.0,190119585.0,192101190.0,19090071885.0,12930934485.0,19469297940.0,2141548367205.0,1300516883805.0,1313781217785.0,2201992444950.0,6291255755.907902,-1282934.8401796285,6402288795.78149,9355772585.246822,2154486880.200672,3286130642.9037113,6675348318.253636,0.0007888047371475979,-1.6085581617550154e-07,0.0008027261848251842,6.980232176404768e-07,1.6074373877506885e-07,2.451743524167868e-07,4.980399073964261e-07
4821030.0,330240555.0,327830040.0,30272050875.0,22456357740.0,29832533640.0,3121763966415.0,2058499459500.0,2043528554340.0,3054064652640.0,7650572857.5,0.0,7540090920.0,0.0,0.0,0.0,0.0,0.00032916548261816806,0.0,0.00032441200324412003,0.0,0.0,0.0,0.0
3633240.0,252335760.0,253136460.0,24109345260.0,17541832500.0,24213182790.0,2572365787350.0,1667730391410.0,1671023111040.0,2584387280910.0,6584123756.664795,-38999214.34025849,6576564404.941046,-16637334774.778404,-6607807898.131293,-5196361169.879592,-19012395866.400425,0.0004987808966372511,-2.954389044873598e-06,0.0004982082372568816,-6.61223893161944e-07,-2.6261661034147285e-07,-2.0652094878995436e-07,-7.556168450835769e-07
3690105.0,252512475.0,251621505.0,24069792975.0,17207927595.0,23844077175.0,2577480778545.0,1638491016585.0,1630561159695.0,2535843041325.0,6790460806.77562,-10435836.602860529,6686467356.725176,1056767229.9615861,-1355864614.6837394,343271660.27823293,-1916871461.9715705,0.0004986798256681991,-7.663899882351919e-07,0.0004910427245910463,4.0400108138339644e-08,-5.183457198626651e-08,1.3123242094261491e-08,-7.3281809044896e-08
4786095.0,325454460.0,325454460.0,29616355860.0,22130903280.0,29616355860.0,3031933749360.0,2013912198480.0,2013912198480.0,3031933749360.0,7485452580.0,0.0,7485452580.0,0.0,0.0,0.0,0.0,0.00032677997407071945,0.0,0.00032677997407071945,0.0,0.0,0.0,0.0
3655935.0,247291350.0,248889945.0,23357342100.0,16827597645.0,23583370785.0,2481323192430.0,1588349225715.0,1595813432205.0,2508778194555.0,6630290939.401549,-7584189.59928756,6639359274.373299,4447685913.721786,-753584276.3859259,1641669876.420419,-731243348.3757807,0.000496061651112708,-5.674299437777e-07,0.000496740121071273,1.7403554055388277e-07,-2.9487344528783424e-08,6.423765299442531e-08,-2.8613156117518687e-08
3701070.0,253521000.0,253285125.0,24195545970.0,17347775970.0,24166116675.0,2593011843990.0,1655436926070.0,1655094386100.0,2589859499055.0,6829514676.076894,-2098032.6870581056,6832384930.865027,-3092298.086535134,-113521439.77004813,17539507.019605797,878251654.5214773,0.0004985804488866219,-1.5316433575527737e-07,0.0004987899883617619,-1.1734459861162945e-10,-4.307840774353244e-09,6.655782700973822e-10,3.332734587540912e-08
4821030.0,327830040.0,330240555.0,29832533640.0,22456357740.0,30272050875.0,3054064652640.0,2043528554340.0,2058499459500.0,3121763966415.0,7540090920.0,0.0,7650572857.5,0.0,0.0,0.0,0.0,0.00032441200324412003,0.0,0.00032916548261816806,0.0,0.0,0.0,0.0
4855455.0,332581200.0,332581200.0,30483442560.0,22781812200.0,30483442560.0,3143239174680.0,2088115815360.0,2088115815360.0,3143239174680.0,7702826820.91067,1196460.91066998,7702826820.91067,1170884.8496169364,-54242347.6129552,-54242347.6129552,1170884.8496169364,0.0003267309435895923,5.0750303933880825e-08,0.0003267309435895923,2.253924440752e-11,-1.0441518057783675e-09,-1.0441518057783675e-09,2.253924440752e-11
4821030.0,327830040.0,330240555.0,29832533640.0,22456357740.0,30272050875.0,3054064652640.0,2043528554340.0,2058499459500.0,3121763966415.0,7540090920.0,0.0,7650572857.5,0.0,0.0,0.0,0.0,0.00032441200324412003,0.0,0.00032916548261816806,0.0,0.0,0.0,0.0
3672000.0,249175035.0,251961420.0,23575995165.0,17101361310.0,24073573350.0,2506633818975.0,1617150151500.0,1634813944890.0,2581733192970.0,6667444493.090625,3731776.4624997135,6784750591.716667,1930428383.624212,-1069061666.6245095,714269112.6182534,-1219561008.6764982,0.0004944860723299254,2.7676443165998846e-07,0.000503185992071297,7.471314414783457e-08,-4.137576875630408e-08,2.7644273998502208e-08,-4.7200527204879275e-08
2851920.0,195359580.0,199377615.0,19831323990.0,13657876245.0,20374304925.0,2241989589690.0,1379876393625.0,1395683005185.0,2304541020585.0,6448983146.716737,295693.02038523246,6435823704.247585,-1911989.4458520664,-6571196891.924344,-20086794.538341086,-19682199090.14942,0.0007928966159701415,3.635518808089994e-08,0.0007912786744800702,-1.3920093216630344e-10,-4.784109738621213e-07,-1.462403743930724e-09,-1.43294748115652e-06
4821030.0,327830040.0,330240555.0,29832533640.0,22456357740.0,30272050875.0,3054064652640.0,2043528554340.0,2058499459500.0,3121763966415.0,7540090920.0,0.0,7650572857.5,0.0,0.0,0.0,0.0,0.00032441200324412003,0.0,0.00032916548261816806,0.0,0.0,0.0,0.0
2853960.0,195630900.0,199479615.0,19861957140.0,13672155225.0,20379170835.0,2245305245550.0,1381451519955.0,1396430100105.0,2304662578575.0,6452011298.148679,-1609163.464974133,6436397705.541904,-710152421.1046952,-6593848319.2229595,-279573852.54331756,-19507845944.54264,0.0007921352783867468,-1.9756244842020327e-07,0.0007902183447431661,-5.160976329635407e-08,-4.792026906530659e-07,-2.0317807733676988e-08,-1.4177172135151505e-06
3664860.0,249271425.0,250293720.0,23618322105.0,17019870195.0,23868937890.0,2512757562885.0,1612916043525.0,1623008194845.0,2558118161640.0,6663719931.511619,-4265038.801837899,6774984431.630948,-168642612.60639974,469348366.37125427,106055002.96488215,2572419208.626832,0.0004961373903413093,-3.175471422263495e-07,0.0005044214237782176,-6.558791863689943e-09,1.82537390699504e-08,4.124655564801687e-09,1.0004566411052578e-07
2819280.0,190934055.0,197161920.0,19219440525.0,13358100540.0,20173248900.0,2157295898835.0,1338403628400.0,1368436285530.0,2284008750810.0,6288545630.295315,5427205.9623733675,6385039606.107091,3894764942.9390917,-6412875146.380703,1455960164.359286,-19831173494.83096,0.0007911772587849578,6.828100150034685e-07,0.0008033174011581376,2.9183389132240707e-07,-4.805153419915382e-07,1.090947789148842e-07,-1.485945523099776e-06
2816985.0,192964620.0,194556330.0,19615740870.0,13326506040.0,19715882430.0,2220174852240.0,1349733384990.0,1350433618560.0,2214547327620.0,6397585795.782565,-681817.6011586706,6278762408.74717,14146024.247938199,-4943129279.537612,-18179092.172370303,-14429990565.187778,0.0008062079007646362,-8.592096370116332e-08,0.0007912340721234165,1.0621187167254878e-09,-3.7114245211023835e-07,-1.3649314967183464e-09,-1.0834396147519666e-06
